,mu,sig,tau,subject,OSPAN,RAPM,SCamp
0,136.160449697554,44.47543782116939,112.89811083406099,1,-0.4525885718428284,1.3508013139497996,4.6906959706959706
1,154.957848849221,48.427178865444496,113.342568981175,2,0.16972071444106082,-0.6216076842954832,4.80854483925549
2,118.394774611603,54.8897312901704,102.48481359683399,3,0.79203000072495,0.956319514300743,3.9099953617810703
3,182.21991740498402,87.4338846380113,189.854234017301,4,0.79203000072495,-0.22712588464642663,4.1026776364996245
4,142.34276682610002,69.7917230580653,118.14128455333599,5,1.4143392870088394,1.745283113598856,4.718520055325035
5,129.939399695472,47.2282810144899,129.391192955866,6,1.4143392870088394,-1.4105712835935962,4.1077287234042545
6,18.934767229088898,0.0526123744231999,331.788524462632,7,1.4143392870088394,-1.0160894839445398,3.646987227648385
7,177.91945999973703,53.3785084530284,106.42887194014901,8,1.4143392870088394,0.956319514300743,3.6555038759689884
8,185.294937190929,62.7398021511845,120.203850665945,9,1.4143392870088394,0.956319514300743,4.779896341463415
9,128.828609706595,45.629565510903,121.86767392098301,10,-1.697207144410607,0.5618377146516864,2.8140101010101013
10,142.753173847755,64.3164038442869,167.29696250382798,11,0.79203000072495,-1.4105712835935962,4.764644067796613
11,176.142676059792,56.1906052734735,61.7291568419831,12,0.16972071444106082,0.5618377146516864,5.524707887049651
12,136.110862078359,43.643582058833296,146.656636739162,13,-0.4525885718428284,0.956319514300743,5.131364452423698
13,135.75407044086901,61.0051026784241,174.104848411615,14,0.16972071444106082,-1.8050530832426528,5.30550964187328
14,157.190727569372,55.052800455181,74.8163134953559,15,1.4143392870088394,-1.0160894839445398,4.176485473289599
15,148.365506587561,58.480104112073,109.77506144586,16,0.16972071444106082,-0.6216076842954832,4.867212626563437
16,133.217088299273,37.0178666890779,133.001730022738,17,0.79203000072495,0.5618377146516864,4.896655574043268
17,131.211844627071,61.256841211666796,171.644892060347,18,0.79203000072495,0.956319514300743,4.474844246662428
18,96.5384247194477,56.1847436279465,179.45929164754102,19,-1.697207144410607,0.1673559150026299,3.89773218142548
19,171.852011077822,48.7304336312206,151.387915596889,20,1.4143392870088394,-1.4105712835935962,4.769239344262297
20,135.45242343091002,46.34672186396979,163.447671814289,21,0.79203000072495,0.1673559150026299,4.890657568238209
21,132.19083008223,44.0910310545123,111.54165175863899,22,-0.4525885718428284,-1.8050530832426528,4.008074341765613
22,161.567488547923,47.77198680900829,101.62074053887,23,-1.697207144410607,0.956319514300743,4.297957559681706
23,7.999934198340981,1.51038057574926e-05,306.22986285674,24,-0.4525885718428284,-0.6216076842954832,5.923525547445251
24,133.814096733636,38.92885412341,147.025466038422,25,-1.697207144410607,0.5618377146516864,3.724656976744188
25,148.09891593862102,76.979016885985,187.771273128713,26,-1.697207144410607,0.1673559150026299,3.3725692520775596
26,144.364729853644,55.7419128665501,92.88126616674792,27,0.16972071444106082,-0.6216076842954832,4.635848068107401
27,141.58588574322098,43.4760220313902,187.770958221848,28,0.16972071444106082,-0.22712588464642663,5.1365972720746536
28,176.48594510279,59.5014893102829,115.23098082424102,29,-0.4525885718428284,1.745283113598856,5.119754838709676
29,173.876937664661,60.3177006076323,100.897391277032,30,0.16972071444106082,0.1673559150026299,4.55679673849738
30,127.028760558822,52.2859868518882,164.825459779416,31,0.16972071444106082,-1.0160894839445398,3.710180586907453
31,18.7256444233884,4.09446110499318,260.229180133378,32,-0.4525885718428284,-0.6216076842954832,4.427211538461535
32,87.8538305410173,55.626800674331704,211.815279463918,33,0.16972071444106082,0.956319514300743,4.5124237685692
33,142.962892644553,56.2701259619999,162.71432018614,34,1.4143392870088394,0.5618377146516864,4.7193065456902135
34,128.32556801228,49.2209263294707,163.148289185793,35,0.79203000072495,-0.6216076842954832,3.648080210387902
35,125.04923256693998,39.184074388016796,168.111986455128,36,0.79203000072495,0.5618377146516864,3.955586289837646
36,152.069799246906,69.2922588575744,101.24653763039801,37,0.16972071444106082,0.5618377146516864,5.573981042654035
37,124.559317132621,77.29581947126579,221.925507462858,38,0.16972071444106082,2.1397649132479124,5.511675238795006
38,140.854210348241,47.29624303311051,174.868455325812,39,-0.4525885718428284,-0.22712588464642663,4.225525423728817
39,184.418167216953,51.7825148421292,82.2677371235078,40,0.79203000072495,0.956319514300743,4.154852229983878
40,144.941692354938,52.6962851559233,149.03009095749,41,0.79203000072495,0.1673559150026299,4.748971246006376
41,167.558962085137,55.767860631681,138.416343142931,42,-1.697207144410607,-0.22712588464642663,3.45308658294779
42,144.381066160282,53.0932823900934,121.547459664446,43,-0.4525885718428284,-0.6216076842954832,4.405952380952375
43,138.678546034969,78.2862844905326,197.332324126454,44,-1.697207144410607,-1.4105712835935962,4.842661668228677
44,149.609641592845,66.1600111680073,161.525993259989,45,0.79203000072495,0.1673559150026299,5.457819650067295
45,178.89121494078498,64.143071634636,121.691851214068,46,0.79203000072495,0.1673559150026299,5.058045838359472
46,135.80599326813999,56.31192323343121,137.312005312716,47,-0.4525885718428284,0.5618377146516864,3.9208104814137688
47,168.04002566274,44.68936332372271,145.302335128024,48,1.4143392870088394,0.1673559150026299,4.847335834896815
48,17.9768984078372,0.254688077812065,394.51084076641405,49,0.16972071444106082,0.5618377146516864,4.029245614035082
49,154.74266211000202,55.529751720354206,155.53937028985501,50,0.16972071444106082,0.5618377146516864,4.938909090909092
50,133.458711650383,49.38276891906,160.727053222564,51,-1.697207144410607,1.3508013139497996,4.687141119221416
51,143.479877640914,58.111324839103006,185.506968458012,52,0.16972071444106082,0.1673559150026299,4.425153846153853
52,44.004296535775005,0.21329184883197305,325.61166272742696,53,-1.697207144410607,-1.4105712835935962,6.084715316760216
53,151.144577135678,46.6596893585101,168.370113797767,54,1.4143392870088394,-0.6216076842954832,4.560557314756176
54,19.9543542887468,0.0342291332450908,278.917087799697,55,-1.697207144410607,-1.8050530832426528,5.491042654028435
55,132.92117560148,50.7324816698819,129.816515826442,56,-0.4525885718428284,-0.22712588464642663,3.5409789413773454
56,139.813922340082,33.1501054531044,272.427268723103,57,-1.697207144410607,-1.0160894839445398,5.675435897435898
57,119.507822277836,69.9442746788326,200.62683227645303,58,-1.697207144410607,-1.4105712835935962,3.5832909783989866
58,155.556289356647,76.8694329412648,164.240318229564,59,0.79203000072495,1.745283113598856,4.214103078982592
59,123.692958081614,46.221179233148696,116.856070885058,60,-0.4525885718428284,0.956319514300743,3.7551851851851854
60,159.514289530991,49.972103647744,198.50014556361,61,-0.4525885718428284,-1.0160894839445398,4.192336122733618
61,189.957562193959,50.98033994861879,218.729471161389,62,-0.4525885718428284,-0.22712588464642663,5.549380234505856
62,160.67334195751698,57.0908637600173,116.784250071064,63,-0.4525885718428284,0.5618377146516864,4.568684834123228
63,137.542114954589,58.680158092358205,180.29914104814998,64,0.16972071444106082,0.956319514300743,3.981121372031661
64,143.14393336043997,42.684174302450295,84.420691306802,65,0.79203000072495,-1.0160894839445398,4.565942028985517
65,145.459548361779,45.8335663892583,137.355137812686,66,0.16972071444106082,0.1673559150026299,3.746258426966291
66,118.385071922255,45.81275285738089,164.72050876234502,67,-0.4525885718428284,-1.0160894839445398,5.227564018384762
67,120.704957955438,31.747683291374102,225.74545767740102,68,1.4143392870088394,0.1673559150026299,4.609716513111272
68,167.134530401487,41.0548334718721,159.983145170138,69,-0.4525885718428284,-1.0160894839445398,3.3460493046776243
69,142.87374583888598,56.9650919109046,88.0240676116585,70,1.4143392870088394,-2.1995348828917094,4.196067845198285
70,141.635462715464,62.695656785839006,139.28754384526002,71,-1.697207144410607,-0.6216076842954832,4.7630463946338795
71,95.09964509423,58.081221720223105,153.831183281742,72,0.79203000072495,2.1397649132479124,3.834567493112943
72,21.9999657240834,4.1495431287835e-07,391.923767732265,73,0.79203000072495,-0.22712588464642663,6.29283105022832
73,162.115245879029,56.91027322399071,112.730394613013,74,-1.697207144410607,0.5618377146516864,5.336070445789765
74,27.9045673265973,0.122105234912226,377.157340783762,75,-0.4525885718428284,1.3508013139497996,6.72636441402908
75,93.7008902287718,50.48280558086039,245.35613512081102,76,-1.697207144410607,0.1673559150026299,3.447798647633357
76,149.715752153179,45.31582203898729,94.32267606664209,77,0.16972071444106082,-1.0160894839445398,4.390322896281801
77,169.90829707084401,50.981613105394004,115.250621896275,78,1.4143392870088394,0.5618377146516864,5.584063926940642
78,134.49856776231502,46.4153971144549,91.6598010991211,79,0.79203000072495,0.956319514300743,4.158624210014587
79,134.72158378078,58.300128806679496,130.258253402643,80,-0.4525885718428284,-0.22712588464642663,3.2557303974221283
80,185.554142965284,66.4606827364965,165.5078214573,81,-0.4525885718428284,-0.22712588464642663,3.5987067773167376
81,180.61168212814,35.4305961570237,102.259323262515,82,-0.4525885718428284,0.1673559150026299,3.6593193137797435
82,19.9209498754882,0.922470472067506,343.011016352033,83,0.16972071444106082,-1.0160894839445398,3.1200080000000012
83,155.87845897145002,44.546562864064796,164.97807430082702,84,0.79203000072495,2.1397649132479124,4.295357615894034
84,113.599062243909,47.4014508459082,189.324364309365,85,-1.697207144410607,-1.4105712835935962,4.493741496598641
85,148.07731920332301,47.376977976054604,172.90442312656003,87,0.16972071444106082,0.5618377146516864,3.949655612244902
86,163.710252193977,51.93072729568279,109.04229178784901,88,-0.4525885718428284,-1.4105712835935962,3.6679935275080915
87,153.645373577187,57.654907493091,243.885882471735,89,0.79203000072495,0.1673559150026299,4.487983673469385
88,149.97286827345502,47.1778733058346,100.809846083393,90,0.16972071444106082,-1.4105712835935962,4.721122770199375
89,140.047809269267,38.128907842857,127.983669046165,91,-1.697207144410607,0.1673559150026299,2.8488002059732147
90,138.47582446443002,61.0639470169136,117.836207826312,92,0.16972071444106082,1.3508013139497996,4.5120093185789205
91,102.22480141059499,52.1605148894388,201.94395331648101,93,0.79203000072495,-1.0160894839445398,2.861878415300548
92,104.945888082061,55.8655477498414,225.81517068282102,94,0.79203000072495,-1.4105712835935962,4.907038461538464
93,145.571630309693,53.0759583239126,159.300082842628,95,0.79203000072495,0.1673559150026299,4.7564350453172235
94,150.990592383617,61.6285720475144,145.917228414702,96,0.16972071444106082,0.5618377146516864,5.298175355450236
95,174.64084926748401,48.5360992921496,103.707552241185,97,1.4143392870088394,0.1673559150026299,5.3687360178970875
96,106.329914344538,62.919588021886796,176.052417222905,98,-0.4525885718428284,0.5618377146516864,5.4593283113622135
97,167.338165668409,66.9431529230817,140.886578725905,99,-1.697207144410607,1.745283113598856,4.229858870967743
98,184.831538618557,60.2495751343939,122.51416624535801,100,-0.4525885718428284,-0.6216076842954832,4.149493914157584
